trait	snp.locus	snp.name	gene.gid	gene.eid	gene.name	snp.pos	is.leadsnp	locus.chrom	locus.chrom.start	locus.chrom.end	locus.name	gene.chrom.start	gene.chrom.end	gene.strand	gene.tss	snp.tss.dist	snp.gene.dist	is.gene.overlap	is.nearest.to.tss	maf	beta	se	z	prob	log10bf	log10bf_group	prob_group	dbsnp.func	is.dbsnp.delit	snpeff.impact	snpeff.rank	is.snpeff.delit	snp.in.trait.DHS	nearest.trait.DHS.from.gene	nearest.gene.from.trait.DHS	snp.in.DHS	nearest.DHS.from.gene	nearest.gene.from.DHS	in.gtex
sbp	L10	rs6656310	9563	ENSG00000049239	H6PD	11002487	FALSE	chr1	9190005	9690006	L9	9294834	9331396	+	9294834	1707653	1671091	FALSE	FALSE	0.261996	-0.0108955	0.00248035	-4.39273	0.101119	2.07301	3.07825	0.532406	none	FALSE	NONE	0	FALSE	2	TRUE	FALSE	57	FALSE	FALSE	FALSE
sbp	L10	rs6667276	148345	ENSG00000175262	C1orf127	11006016	FALSE	chr1	10546547	11046548	L10	11006528	11042094	-	11042094	36078	512	FALSE	TRUE	0.266806	-0.0109408	0.00245567	-4.45532	0.111742	2.12156	3.07825	0.532406	none	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	5	TRUE	TRUE	FALSE
sbp	L10	rs7521386	148345	ENSG00000175262	C1orf127	11005290	FALSE	chr1	10546547	11046548	L10	11006528	11042094	-	11042094	36804	1238	FALSE	FALSE	0.266626	-0.0111074	0.00244491	-4.54307	0.161344	2.30605	3.07825	0.532406	none	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	4	FALSE	TRUE	FALSE
sbp	L10	rs75932283	5195	ENSG00000142655	PEX14	10721401	FALSE	chr1	10546547	11046548	L10	10532345	10690815	+	10532345	189056	30586	FALSE	TRUE	0.078881	-0.0169241	0.00409159	-4.13631	0.10804	2.10512	2.1285	0.11334	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L10	rs75932283	54897	ENSG00000130940	CASZ1	10721401	FALSE	chr1	10546547	11046548	L10	10696661	10856707	-	10856707	135306	0	TRUE	FALSE	0.078881	-0.0169241	0.00409159	-4.13631	0.10804	2.10512	2.1285	0.11334	intron	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L101	rs2358891	10651	ENSG00000128654	MTX2	175558803	FALSE	chr2	176766728	177266729	L103	177134123	177202753	+	177134123	-1575320	-1575320	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	1123	ENSG00000128656	CHN1	175558803	FALSE	chr2	175279967	175779968	L101	175664091	175870097	-	175870097	311294	105288	FALSE	TRUE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	1134	ENSG00000138435	CHRNA1	175558803	FALSE	chr2	175279967	175779968	L101	175612320	175652663	-	175652663	93860	53517	FALSE	TRUE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3231	ENSG00000128645	HOXD1	175558803	FALSE	chr2	176766728	177266729	L103	177053307	177055635	+	177053307	-1494504	-1494504	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3232	ENSG00000128652	HOXD3	175558803	FALSE	chr2	176766728	177266729	L103	177001340	177037830	+	177001340	-1442537	-1442537	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3233	ENSG00000170166	HOXD4	175558803	FALSE	chr2	176766728	177266729	L103	177015950	177017954	+	177015950	-1457147	-1457147	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3233	ENSG00000278500	AC009336.2	175558803	FALSE	chr2	176766728	177266729	L103	177015813	177037825	+	177015813	-1457010	-1457010	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3234	ENSG00000175879	HOXD8	175558803	FALSE	chr2	176766728	177266729	L103	176994422	176997423	+	176994422	-1435619	-1435619	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3235	ENSG00000128709	HOXD9	175558803	FALSE	chr2	176766728	177266729	L103	176987448	176989665	+	176987448	-1428645	-1428645	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3236	ENSG00000128710	HOXD10	175558803	FALSE	chr2	176766728	177266729	L103	176973518	176984670	+	176973518	-1414715	-1414715	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3237	ENSG00000128713	HOXD11	175558803	FALSE	chr2	176766728	177266729	L103	176968944	176974482	+	176968944	-1410141	-1410141	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3238	ENSG00000170178	HOXD12	175558803	FALSE	chr2	176766728	177266729	L103	176964458	176965921	+	176964458	-1405655	-1405655	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	3239	ENSG00000128714	HOXD13	175558803	FALSE	chr2	176766728	177266729	L103	176957619	176960666	+	176957619	-1398816	-1398816	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	344191	ENSG00000174279	EVX2	175558803	FALSE	chr2	176766728	177266729	L103	176942200	176948641	-	176948641	1389838	1383397	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs2358891	7456	ENSG00000115935	WIPF1	175558803	FALSE	chr2	175279967	175779968	L101	175424300	175547644	-	175547644	-11159	-11159	FALSE	TRUE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	TRUE	FALSE
sbp	L101	rs2358891	80856	ENSG00000144320	LNPK	175558803	FALSE	chr2	176766728	177266729	L103	176788620	176867567	-	176867567	1308764	1229817	FALSE	FALSE	0.238993	-0.0165481	0.00257129	-6.43572	0.190602	2.23486	2.3372	0.22962	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
sbp	L101	rs72914576	100131390	ENSG00000217236	SP9	175529966	TRUE	chr2	174703295	175203296	L100	175199674	175203220	+	175199674	330292	326746	FALSE	TRUE	0.182106	-0.018639	0.00280378	-6.64781	0.761856	3.36793	3.36793	0.761856	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	2	TRUE	FALSE	FALSE
sbp	L101	rs72914576	151556	ENSG00000163328	GPR155	175529966	TRUE	chr2	175279967	175779968	L101	175296299	175351822	-	175351822	-178144	-178144	FALSE	TRUE	0.182106	-0.018639	0.00280378	-6.64781	0.761856	3.36793	3.36793	0.761856	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	2	TRUE	FALSE	FALSE
sbp	L101	rs72914576	29789	ENSG00000138430	OLA1	175529966	TRUE	chr2	174703295	175203296	L100	174937175	175113426	-	175113426	-416540	-416540	FALSE	TRUE	0.182106	-0.018639	0.00280378	-6.64781	0.761856	3.36793	3.36793	0.761856	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	2	TRUE	FALSE	FALSE
sbp	L101	rs72914576	6670	ENSG00000172845	SP3	175529966	TRUE	chr2	174703295	175203296	L100	174771187	174830430	-	174830430	-699536	-699536	FALSE	TRUE	0.182106	-0.018639	0.00280378	-6.64781	0.761856	3.36793	3.36793	0.761856	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	2	TRUE	FALSE	FALSE
sbp	L101	rs72914576	7456	ENSG00000115935	WIPF1	175529966	TRUE	chr2	175279967	175779968	L101	175424300	175547644	-	175547644	17678	0	TRUE	FALSE	0.182106	-0.018639	0.00280378	-6.64781	0.761856	3.36793	3.36793	0.761856	intron	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	2	FALSE	TRUE	FALSE
sbp	L104	rs10199487	3232	ENSG00000128652	HOXD3	177509008	FALSE	chr2	176766728	177266729	L103	177001340	177037830	+	177001340	507668	471178	FALSE	FALSE	0.44229	-0.0132885	0.00218538	-6.08064	0.151992	2.30089	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	TRUE
sbp	L104	rs10199487	3234	ENSG00000175879	HOXD8	177509008	FALSE	chr2	176766728	177266729	L103	176994422	176997423	+	176994422	514586	511585	FALSE	FALSE	0.44229	-0.0132885	0.00218538	-6.08064	0.151992	2.30089	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	TRUE
sbp	L104	rs10199487	3235	ENSG00000128709	HOXD9	177509008	FALSE	chr2	176766728	177266729	L103	176987448	176989665	+	176987448	521560	519343	FALSE	FALSE	0.44229	-0.0132885	0.00218538	-6.08064	0.151992	2.30089	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	TRUE
sbp	L104	rs12693095	10651	ENSG00000128654	MTX2	177490293	FALSE	chr2	176766728	177266729	L103	177134123	177202753	+	177134123	356170	287540	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3231	ENSG00000128645	HOXD1	177490293	FALSE	chr2	176766728	177266729	L103	177053307	177055635	+	177053307	436986	434658	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3232	ENSG00000128652	HOXD3	177490293	FALSE	chr2	176766728	177266729	L103	177001340	177037830	+	177001340	488953	452463	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	TRUE
sbp	L104	rs12693095	3233	ENSG00000170166	HOXD4	177490293	FALSE	chr2	176766728	177266729	L103	177015950	177017954	+	177015950	474343	472339	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3233	ENSG00000278500	AC009336.2	177490293	FALSE	chr2	176766728	177266729	L103	177015813	177037825	+	177015813	474480	452468	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3234	ENSG00000175879	HOXD8	177490293	FALSE	chr2	176766728	177266729	L103	176994422	176997423	+	176994422	495871	492870	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	TRUE
sbp	L104	rs12693095	3235	ENSG00000128709	HOXD9	177490293	FALSE	chr2	176766728	177266729	L103	176987448	176989665	+	176987448	502845	500628	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3236	ENSG00000128710	HOXD10	177490293	FALSE	chr2	176766728	177266729	L103	176973518	176984670	+	176973518	516775	505623	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3237	ENSG00000128713	HOXD11	177490293	FALSE	chr2	176766728	177266729	L103	176968944	176974482	+	176968944	521349	515811	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3238	ENSG00000170178	HOXD12	177490293	FALSE	chr2	176766728	177266729	L103	176964458	176965921	+	176964458	525835	524372	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	3239	ENSG00000128714	HOXD13	177490293	FALSE	chr2	176766728	177266729	L103	176957619	176960666	+	176957619	532674	529627	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	344191	ENSG00000174279	EVX2	177490293	FALSE	chr2	176766728	177266729	L103	176942200	176948641	-	176948641	-541652	-541652	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L104	rs12693095	80856	ENSG00000144320	LNPK	177490293	FALSE	chr2	176766728	177266729	L103	176788620	176867567	-	176867567	-622726	-622726	FALSE	TRUE	0.429858	-0.0131377	0.0021927	-5.99156	0.0882666	2.0334	5.02661	0.989617	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
sbp	L105	rs1486236	100131211	ENSG00000189362	NEMP2	180739449	TRUE	chr2	191339082	192091760	L110|L111	191369068	191399448	-	191399448	10659999	10629619	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	100131390	ENSG00000217236	SP9	180739449	TRUE	chr2	174703295	175203296	L100	175199674	175203220	+	175199674	5539775	5536229	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	10651	ENSG00000128654	MTX2	180739449	TRUE	chr2	176766728	177266729	L103	177134123	177202753	+	177134123	3605326	3536696	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	1123	ENSG00000128656	CHN1	180739449	TRUE	chr2	175279967	175779968	L101	175664091	175870097	-	175870097	-4869352	-4869352	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	1134	ENSG00000138435	CHRNA1	180739449	TRUE	chr2	175279967	175779968	L101	175612320	175652663	-	175652663	-5086786	-5086786	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	151112	ENSG00000163012	ZSWIM2	180739449	TRUE	chr2	187569603	188069604	L109	187692562	187713935	-	187713935	6974486	6953113	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	151126	ENSG00000144331	ZNF385B	180739449	TRUE	chr2	180489450	180989451	L105	180306709	180726232	-	180726232	-13217	-13217	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	TRUE	2	TRUE	TRUE	TRUE
sbp	L105	rs1486236	151242	ENSG00000150722	PPP1R1C	180739449	TRUE	chr2	182712353	183488920	L106|L107	182818968	182996125	+	182818968	-2079519	-2079519	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	151556	ENSG00000163328	GPR155	180739449	TRUE	chr2	175279967	175779968	L101	175296299	175351822	-	175351822	-5387627	-5387627	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	165215	ENSG00000144369	FAM171B	180739449	TRUE	chr2	187569603	188069604	L109	187558698	187630692	+	187558698	-6819249	-6819249	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	2744	ENSG00000115419	GLS	180739449	TRUE	chr2	191339082	192091760	L110|L111	191745553	191830278	+	191745553	-11006104	-11006104	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	29789	ENSG00000138430	OLA1	180739449	TRUE	chr2	174703295	175203296	L100	174937175	175113426	-	175113426	-5626023	-5626023	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3231	ENSG00000128645	HOXD1	180739449	TRUE	chr2	176766728	177266729	L103	177053307	177055635	+	177053307	3686142	3683814	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3232	ENSG00000128652	HOXD3	180739449	TRUE	chr2	176766728	177266729	L103	177001340	177037830	+	177001340	3738109	3701619	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3233	ENSG00000170166	HOXD4	180739449	TRUE	chr2	176766728	177266729	L103	177015950	177017954	+	177015950	3723499	3721495	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3233	ENSG00000278500	AC009336.2	180739449	TRUE	chr2	176766728	177266729	L103	177015813	177037825	+	177015813	3723636	3701624	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3234	ENSG00000175879	HOXD8	180739449	TRUE	chr2	176766728	177266729	L103	176994422	176997423	+	176994422	3745027	3742026	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3235	ENSG00000128709	HOXD9	180739449	TRUE	chr2	176766728	177266729	L103	176987448	176989665	+	176987448	3752001	3749784	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3236	ENSG00000128710	HOXD10	180739449	TRUE	chr2	176766728	177266729	L103	176973518	176984670	+	176973518	3765931	3754779	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
sbp	L105	rs1486236	3237	ENSG00000128713	HOXD11	180739449	TRUE	chr2	176766728	177266729	L103	176968944	176974482	+	176968944	3770505	3764967	FALSE	FALSE	0.372368	0.0128852	0.00226755	5.68243	0.282421	2.69636	3.34924	0.638956	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	2	FALSE	FALSE	FALSE
