trait	snp.locus	snp.name	gene.gid	gene.eid	gene.name	snp.pos	is.leadsnp	locus.chrom	locus.chrom.start	locus.chrom.end	locus.name	gene.chrom.start	gene.chrom.end	gene.strand	gene.tss	snp.tss.dist	snp.gene.dist	is.gene.overlap	is.nearest.to.tss	maf	beta	se	z	prob	log10bf	log10bf_group	prob_group	dbsnp.func	is.dbsnp.delit	snpeff.impact	snpeff.rank	is.snpeff.delit	snp.in.trait.DHS	nearest.trait.DHS.from.gene	nearest.gene.from.trait.DHS	snp.in.DHS	nearest.DHS.from.gene	nearest.gene.from.DHS	in.gtex
t2d	L100	rs2041547	2645	ENSG00000106633	GCK	44200883	FALSE	chr7	44005643	44505644	L100	44183870	44237769	-	44237769	36886	0	TRUE	FALSE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	intron,near-gene-5	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	8	FALSE	FALSE	FALSE
t2d	L100	rs2041547	27434	ENSG00000122678	POLM	44200883	FALSE	chr7	44005643	44505644	L100	44111846	44122139	-	44122139	-78744	-78744	FALSE	TRUE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	8	TRUE	FALSE	FALSE
t2d	L100	rs2041547	285955	ENSG00000136206	SPDYE1	44200883	FALSE	chr7	44005643	44505644	L100	44040488	44049721	+	44040488	160395	151162	FALSE	TRUE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	8	TRUE	FALSE	FALSE
t2d	L100	rs2041547	28988	ENSG00000136279	DBNL	44200883	FALSE	chr7	44005643	44505644	L100	44084239	44109055	+	44084239	116644	91828	FALSE	TRUE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	8	TRUE	FALSE	FALSE
t2d	L100	rs2041547	5224	ENSG00000164708	PGAM2	44200883	FALSE	chr7	44005643	44505644	L100	44102326	44105186	-	44105186	-95697	-95697	FALSE	TRUE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	8	TRUE	FALSE	FALSE
t2d	L100	rs2041547	5425	ENSG00000106628	POLD2	44200883	FALSE	chr7	44005643	44505644	L100	44154280	44163957	-	44163957	-36926	-36926	FALSE	TRUE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	8	TRUE	FALSE	FALSE
t2d	L100	rs2041547	58498	ENSG00000106631	MYL7	44200883	FALSE	chr7	44005643	44505644	L100	44178463	44180931	-	44180931	-19952	-19952	FALSE	TRUE	0.48	-0.05	0.0075	-6.66667	0.161827	2.23007	3.44856	0.761512	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	8	TRUE	TRUE	FALSE
t2d	L100	rs2244164	2645	ENSG00000106633	GCK	44217125	FALSE	chr7	44005643	44505644	L100	44183870	44237769	-	44237769	20644	0	TRUE	FALSE	0.49	-0.051	0.0075	-6.8	0.138059	2.14894	3.44856	0.761512	intron	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	23	FALSE	TRUE	FALSE
t2d	L100	rs3757840	10652	ENSG00000106636	YKT6	44231215	FALSE	chr7	44005643	44505644	L100	44240567	44253893	+	44240567	-9352	-9352	FALSE	TRUE	0.5	0.047	0.0075	6.26667	0.29176	2.55919	2.55919	0.29176	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	1	TRUE	FALSE	FALSE
t2d	L100	rs3757840	2645	ENSG00000106633	GCK	44231215	FALSE	chr7	44005643	44505644	L100	44183870	44237769	-	44237769	6554	0	TRUE	TRUE	0.5	0.047	0.0075	6.26667	0.29176	2.55919	2.55919	0.29176	none	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	1	TRUE	TRUE	FALSE
t2d	L100	rs878521	10652	ENSG00000106636	YKT6	44255642	TRUE	chr7	44005643	44505644	L100	44240567	44253893	+	44240567	15075	1749	FALSE	FALSE	0.25	-0.062	0.0087	-7.12644	0.198006	2.33686	2.33686	0.198006	none	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	15	FALSE	TRUE	FALSE
t2d	L100	rs878521	23386	ENSG00000015676	NUDCD3	44255642	TRUE	chr7	44005643	44505644	L100	44418720	44530479	-	44530479	274837	163078	FALSE	TRUE	0.25	-0.062	0.0087	-7.12644	0.198006	2.33686	2.33686	0.198006	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	15	TRUE	FALSE	FALSE
t2d	L100	rs878521	816	ENSG00000058404	CAMK2B	44255642	TRUE	chr7	44005643	44505644	L100	44256749	44374176	-	44374176	118534	1107	FALSE	TRUE	0.25	-0.062	0.0087	-7.12644	0.198006	2.33686	2.33686	0.198006	none	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	15	TRUE	FALSE	FALSE
t2d	L102	rs62492368	100527949	ENSG00000281887	GIMAP1-GIMAP5	150537634	TRUE	chr7	150287635	150787636	L102	150413756	150440734	+	150413756	123878	96900	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	114960	ENSG00000213265	TSGA13	150537634	TRUE	chr7	130218015	130718016	L101	130353488	130372268	-	130372268	-20165366	-20165366	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	136259	ENSG00000266265	KLF14	150537634	TRUE	chr7	130218015	130718016	L101	130416063	130418936	-	130418936	-20118698	-20118698	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	170575	ENSG00000213203	GIMAP1	150537634	TRUE	chr7	150287635	150787636	L102	150413645	150421372	+	150413645	123989	116262	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	26	ENSG00000002726	AOC1	150537634	TRUE	chr7	150287635	150787636	L102	150521715	150558592	+	150521715	15919	0	TRUE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	intron	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	10	TRUE	TRUE	TRUE
t2d	L102	rs62492368	26157	ENSG00000106560	GIMAP2	150537634	TRUE	chr7	150287635	150787636	L102	150382785	150390729	+	150382785	154849	146905	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	26958	ENSG00000158623	COPG2	150537634	TRUE	chr7	130218015	130718016	L101	130146079	130353588	-	130353588	-20184046	-20184046	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	28959	ENSG00000106565	TMEM176B	150537634	TRUE	chr7	150287635	150787636	L102	150488373	150498448	-	150498448	-39186	-39186	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	474344	ENSG00000133561	GIMAP6	150537634	TRUE	chr7	150287635	150787636	L102	150322463	150329736	-	150329736	-207898	-207898	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	55340	ENSG00000196329	GIMAP5	150537634	TRUE	chr7	150287635	150787636	L102	150419341	150447121	+	150419341	118293	90513	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs62492368	55365	ENSG00000002933	TMEM176A	150537634	TRUE	chr7	150287635	150787636	L102	150497491	150502208	+	150497491	40143	35426	FALSE	TRUE	0.31	-0.05	0.008	-6.25	0.67315	3.40163	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	10	TRUE	FALSE	FALSE
t2d	L102	rs7794796	1020	ENSG00000164885	CDK5	150540195	FALSE	chr7	150287635	150787636	L102	150750899	150755617	-	150755617	215422	210704	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	10922	ENSG00000164896	FASTK	150540195	FALSE	chr7	150287635	150787636	L102	150773680	150777953	-	150777953	237758	233485	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	11194	ENSG00000197150	ABCB8	150540195	FALSE	chr7	150287635	150787636	L102	150725509	150744869	+	150725509	-185314	-185314	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	26	ENSG00000002726	AOC1	150540195	FALSE	chr7	150287635	150787636	L102	150521715	150558592	+	150521715	18480	0	TRUE	FALSE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	intron	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	14	FALSE	TRUE	TRUE
t2d	L102	rs7794796	285973	ENSG00000181652	ATG9B	150540195	FALSE	chr7	150287635	150787636	L102	150709297	150721586	-	150721586	181391	169102	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	3757	ENSG00000055118	KCNH2	150540195	FALSE	chr7	150287635	150787636	L102	150642049	150675403	-	150675403	135208	101854	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	4846	ENSG00000164867	NOS3	150540195	FALSE	chr7	150287635	150787636	L102	150688083	150711676	+	150688083	-147888	-147888	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	6522	ENSG00000164889	SLC4A2	150540195	FALSE	chr7	150287635	150787636	L102	150754297	150773614	+	150754297	-214102	-214102	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	83590	ENSG00000164897	TMUB1	150540195	FALSE	chr7	150287635	150787636	L102	150778167	150780633	-	150780633	240438	237972	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L102	rs7794796	9311	ENSG00000213199	ASIC3	150540195	FALSE	chr7	150287635	150787636	L102	150745379	150749843	+	150745379	-205184	-205184	FALSE	TRUE	0.34	-0.047	0.0079	-5.94937	0.132138	2.27044	4.04795	0.901205	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	14	TRUE	FALSE	FALSE
t2d	L103	rs11983558	10049	ENSG00000105993	DNAJB6	156795959	FALSE	chr7	156680550	157180551	L103	157128075	157210133	+	157128075	-332116	-332116	FALSE	TRUE	0.024	0.11	0.025	4.4	0.116201	2.29782	2.56573	0.195914	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	28	TRUE	FALSE	FALSE
t2d	L103	rs11983558	3110	ENSG00000130675	MNX1	156795959	FALSE	chr7	156680550	157180551	L103	156786745	156803345	-	156803345	7386	0	TRUE	TRUE	0.024	0.11	0.025	4.4	0.116201	2.29782	2.56573	0.195914	none	FALSE	MODIFIER	1	FALSE	1	TRUE	TRUE	28	TRUE	TRUE	FALSE
t2d	L103	rs11983558	9690	ENSG00000009335	UBE3C	156795959	FALSE	chr7	156680550	157180551	L103	156931607	157062066	+	156931607	-135648	-135648	FALSE	TRUE	0.024	0.11	0.025	4.4	0.116201	2.29782	2.56573	0.195914	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	28	TRUE	FALSE	FALSE
t2d	L103	rs184163936	100527949	ENSG00000281887	GIMAP1-GIMAP5	156781471	FALSE	chr7	150287635	150787636	L102	150413756	150440734	+	150413756	6367715	6340737	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	1020	ENSG00000164885	CDK5	156781471	FALSE	chr7	150287635	150787636	L102	150750899	150755617	-	150755617	-6025854	-6025854	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	10922	ENSG00000164896	FASTK	156781471	FALSE	chr7	150287635	150787636	L102	150773680	150777953	-	150777953	-6003518	-6003518	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	11194	ENSG00000197150	ABCB8	156781471	FALSE	chr7	150287635	150787636	L102	150725509	150744869	+	150725509	6055962	6036602	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	114960	ENSG00000213265	TSGA13	156781471	FALSE	chr7	130218015	130718016	L101	130353488	130372268	-	130372268	-26409203	-26409203	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	136259	ENSG00000266265	KLF14	156781471	FALSE	chr7	130218015	130718016	L101	130416063	130418936	-	130418936	-26362535	-26362535	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	170575	ENSG00000213203	GIMAP1	156781471	FALSE	chr7	150287635	150787636	L102	150413645	150421372	+	150413645	6367826	6360099	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	26	ENSG00000002726	AOC1	156781471	FALSE	chr7	150287635	150787636	L102	150521715	150558592	+	150521715	6259756	6222879	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	26157	ENSG00000106560	GIMAP2	156781471	FALSE	chr7	150287635	150787636	L102	150382785	150390729	+	150382785	6398686	6390742	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	26958	ENSG00000158623	COPG2	156781471	FALSE	chr7	130218015	130718016	L101	130146079	130353588	-	130353588	-26427883	-26427883	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	285973	ENSG00000181652	ATG9B	156781471	FALSE	chr7	150287635	150787636	L102	150709297	150721586	-	150721586	-6059885	-6059885	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	28959	ENSG00000106565	TMEM176B	156781471	FALSE	chr7	150287635	150787636	L102	150488373	150498448	-	150498448	-6283023	-6283023	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	3110	ENSG00000130675	MNX1	156781471	FALSE	chr7	156680550	157180551	L103	156786745	156803345	-	156803345	21874	5274	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	FALSE	TRUE	17	FALSE	TRUE	FALSE
t2d	L103	rs184163936	3757	ENSG00000055118	KCNH2	156781471	FALSE	chr7	150287635	150787636	L102	150642049	150675403	-	150675403	-6106068	-6106068	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	474344	ENSG00000133561	GIMAP6	156781471	FALSE	chr7	150287635	150787636	L102	150322463	150329736	-	150329736	-6451735	-6451735	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	4846	ENSG00000164867	NOS3	156781471	FALSE	chr7	150287635	150787636	L102	150688083	150711676	+	150688083	6093388	6069795	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	55340	ENSG00000196329	GIMAP5	156781471	FALSE	chr7	150287635	150787636	L102	150419341	150447121	+	150419341	6362130	6334350	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	55365	ENSG00000002933	TMEM176A	156781471	FALSE	chr7	150287635	150787636	L102	150497491	150502208	+	150497491	6283980	6279263	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	64434	ENSG00000146909	NOM1	156781471	FALSE	chr7	156680550	157180551	L103	156742417	156765876	+	156742417	39054	15595	FALSE	TRUE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	TRUE	FALSE	FALSE
t2d	L103	rs184163936	6522	ENSG00000164889	SLC4A2	156781471	FALSE	chr7	150287635	150787636	L102	150754297	150773614	+	150754297	6027174	6007857	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	83590	ENSG00000164897	TMUB1	156781471	FALSE	chr7	150287635	150787636	L102	150778167	150780633	-	150780633	-6000838	-6000838	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L103	rs184163936	9311	ENSG00000213199	ASIC3	156781471	FALSE	chr7	150287635	150787636	L102	150745379	150749843	+	150745379	6036092	6031628	FALSE	FALSE	0.01	-0.25	0.046	-5.43478	0.937072	4.35189	4.35189	0.937072	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	17	FALSE	FALSE	FALSE
t2d	L104	rs10096633	4023	ENSG00000175445	LPL	19830920	FALSE	chr8	19593171	20093172	L104	19759228	19824770	+	19759228	71692	6150	FALSE	TRUE	0.12	0.072	0.011	6.54545	0.39405	2.98308	4.33567	0.936084	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
t2d	L104	rs10096633	55174	ENSG00000104613	INTS10	19830920	FALSE	chr8	19593171	20093172	L104	19674651	19709594	+	19674651	156269	121326	FALSE	TRUE	0.12	0.072	0.011	6.54545	0.39405	2.98308	4.33567	0.936084	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
t2d	L104	rs17091909	4023	ENSG00000175445	LPL	19852155	FALSE	chr8	19593171	20093172	L104	19759228	19824770	+	19759228	92927	27385	FALSE	FALSE	0.12	0.071	0.011	6.45455	0.256394	2.70753	4.33567	0.936084	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	TRUE	FALSE
t2d	L104	rs17091909	526	ENSG00000147416	ATP6V1B2	19852155	FALSE	chr8	19593171	20093172	L104	20054878	20084330	+	20054878	-202723	-202723	FALSE	TRUE	0.12	0.071	0.011	6.45455	0.256394	2.70753	4.33567	0.936084	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
t2d	L104	rs17091909	55174	ENSG00000104613	INTS10	19852155	FALSE	chr8	19593171	20093172	L104	19674651	19709594	+	19674651	177504	142561	FALSE	FALSE	0.12	0.071	0.011	6.45455	0.256394	2.70753	4.33567	0.936084	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
t2d	L104	rs17091909	6570	ENSG00000036565	SLC18A1	19852155	FALSE	chr8	19593171	20093172	L104	20002366	20040717	-	20040717	188562	150211	FALSE	TRUE	0.12	0.071	0.011	6.45455	0.256394	2.70753	4.33567	0.936084	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	3	TRUE	FALSE	FALSE
t2d	L106	rs10504042	157848	ENSG00000165066	NKX6-3	41515992	FALSE	chr8	41010259	41808687	L105|L106	41502697	41508188	-	41508188	-7804	-7804	FALSE	FALSE	0.43	-0.072	0.0075	-9.6	0.0730718	2.0355	3.38391	0.637465	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	7	FALSE	TRUE	FALSE
t2d	L106	rs10504042	286	ENSG00000029534	ANK1	41515992	FALSE	chr8	41010259	41808687	L105|L106	41510739	41754280	-	41754280	238288	0	TRUE	FALSE	0.43	-0.072	0.0075	-9.6	0.0730718	2.0355	3.38391	0.637465	intron,near-gene-5	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	7	FALSE	FALSE	FALSE
