trait	snp.locus	snp.name	gene.gid	gene.eid	gene.name	snp.pos	is.leadsnp	locus.chrom	locus.chrom.start	locus.chrom.end	locus.name	gene.chrom.start	gene.chrom.end	gene.strand	gene.tss	snp.tss.dist	snp.gene.dist	is.gene.overlap	is.nearest.to.tss	maf	beta	se	z	prob	log10bf	log10bf_group	prob_group	dbsnp.func	is.dbsnp.delit	snpeff.impact	snpeff.rank	is.snpeff.delit	snp.in.trait.DHS	nearest.trait.DHS.from.gene	nearest.gene.from.trait.DHS	snp.in.DHS	nearest.DHS.from.gene	nearest.gene.from.DHS	in.gtex
lowtsh	L1	rs4567233	9636	ENSG00000187608	ISG15	1185259	FALSE	chr1	936502	1436503	L1	936518	949920	+	936518	248741	235339	FALSE	TRUE	0.119932	0.00413308	0.000784571	5.26795	0.144104	2.30091	2.98696	0.449688	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	1	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	100287898	ENSG00000215912	TTC34	1186501	TRUE	chr1	2244330	2744331	L2	2567415	2718282	-	2718282	1531781	1380914	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	11079	ENSG00000157916	RER1	1186501	TRUE	chr1	2244330	2744331	L2	2323214	2336883	+	2323214	-1136713	-1136713	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	116983	ENSG00000131584	ACAP3	1186501	TRUE	chr1	936502	1436503	L1	1227756	1244989	-	1244989	58488	41255	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	118424	ENSG00000160087	UBE2J2	1186501	TRUE	chr1	936502	1436503	L1	1189289	1209265	-	1209265	22764	2788	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	MODIFIER	1	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	126789	ENSG00000169972	PUSL1	1186501	TRUE	chr1	936502	1436503	L1	1243947	1247057	+	1243947	-57446	-57446	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	126792	ENSG00000176022	B3GALT6	1186501	TRUE	chr1	936502	1436503	L1	1167606	1170421	+	1167606	18895	16080	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	TRUE
lowtsh	L1	rs6603785	127281	ENSG00000157870	PRXL2B	1186501	TRUE	chr1	2244330	2744331	L2	2517930	2522908	+	2517930	-1331429	-1331429	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	1855	ENSG00000107404	DVL1	1186501	TRUE	chr1	936502	1436503	L1	1270656	1284730	-	1284730	98229	84155	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	219293	ENSG00000215915	ATAD3C	1186501	TRUE	chr1	936502	1436503	L1	1385069	1405538	+	1385069	-198568	-198568	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	254173	ENSG00000162571	TTLL10	1186501	TRUE	chr1	936502	1436503	L1	1109264	1133315	+	1109264	77237	53186	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	375790	ENSG00000188157	AGRN	1186501	TRUE	chr1	936502	1436503	L1	955503	991498	+	955503	230998	195003	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	388581	ENSG00000184163	C1QTNF12	1186501	TRUE	chr1	936502	1436503	L1	1177826	1182102	-	1182102	-4399	-4399	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	TRUE	26	FALSE	TRUE	FALSE
lowtsh	L1	rs6603785	388585	ENSG00000197921	HES5	1186501	TRUE	chr1	2244330	2744331	L2	2460184	2461684	-	2461684	1275183	1273683	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	401934	ENSG00000237330	RNF223	1186501	TRUE	chr1	936502	1436503	L1	1006346	1009687	-	1009687	-176814	-176814	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	441869	ENSG00000235098	ANKRD65	1186501	TRUE	chr1	936502	1436503	L1	1353800	1357149	-	1357149	170648	167299	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	51150	ENSG00000078808	SDF4	1186501	TRUE	chr1	936502	1436503	L1	1152288	1167411	-	1167411	-19090	-19090	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	5192	ENSG00000157911	PEX10	1186501	TRUE	chr1	2244330	2744331	L2	2335403	2345236	-	2345236	1158735	1148902	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	54587	ENSG00000162576	MXRA8	1186501	TRUE	chr1	936502	1436503	L1	1288069	1297157	-	1297157	110656	101568	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	54973	ENSG00000127054	INTS11	1186501	TRUE	chr1	936502	1436503	L1	1246965	1260071	-	1260071	73570	60464	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	54991	ENSG00000131591	C1orf159	1186501	TRUE	chr1	936502	1436503	L1	1017198	1051741	-	1051741	-134760	-134760	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	54998	ENSG00000175756	AURKAIP1	1186501	TRUE	chr1	936502	1436503	L1	1309110	1310875	-	1310875	124374	122609	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	55052	ENSG00000242485	MRPL20	1186501	TRUE	chr1	936502	1436503	L1	1337288	1342693	-	1342693	156192	150787	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	55229	ENSG00000157881	PANK4	1186501	TRUE	chr1	2244330	2744331	L2	2439972	2458067	-	2458067	1271566	1253471	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	6339	ENSG00000162572	SCNN1D	1186501	TRUE	chr1	936502	1436503	L1	1215816	1227409	+	1215816	-29315	-29315	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	643965	ENSG00000205116	TMEM88B	1186501	TRUE	chr1	936502	1436503	L1	1361508	1363167	+	1361508	-175007	-175007	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	64856	ENSG00000179403	VWA1	1186501	TRUE	chr1	936502	1436503	L1	1370241	1378262	+	1370241	-183740	-183740	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	7293	ENSG00000186827	TNFRSF4	1186501	TRUE	chr1	936502	1436503	L1	1146706	1149518	-	1149518	-36983	-36983	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	79258	ENSG00000142606	MMEL1	1186501	TRUE	chr1	2244330	2744331	L2	2522078	2564429	-	2564429	1377928	1335577	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	79906	ENSG00000116151	MORN1	1186501	TRUE	chr1	2244330	2744331	L2	2252692	2323146	-	2323146	1136645	1066191	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	80772	ENSG00000224051	CPTP	1186501	TRUE	chr1	936502	1436503	L1	1260136	1264277	+	1260136	-73635	-73635	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	81669	ENSG00000221978	CCNL2	1186501	TRUE	chr1	936502	1436503	L1	1321091	1334708	-	1334708	148207	134590	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	83756	ENSG00000169962	TAS1R3	1186501	TRUE	chr1	936502	1436503	L1	1266694	1270686	+	1266694	-80193	-80193	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	83858	ENSG00000160072	ATAD3B	1186501	TRUE	chr1	936502	1436503	L1	1407149	1433228	+	1407149	-220648	-220648	FALSE	TRUE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	TRUE	FALSE	FALSE
lowtsh	L1	rs6603785	8764	ENSG00000157873	TNFRSF14	1186501	TRUE	chr1	2244330	2744331	L2	2487078	2496821	+	2487078	-1300577	-1300577	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	8784	ENSG00000186891	TNFRSF18	1186501	TRUE	chr1	936502	1436503	L1	1138888	1142071	-	1142071	-44430	-44430	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	TRUE
lowtsh	L1	rs6603785	9636	ENSG00000187608	ISG15	1186501	TRUE	chr1	936502	1436503	L1	936518	949920	+	936518	249983	236581	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L1	rs6603785	9651	ENSG00000149527	PLCH2	1186501	TRUE	chr1	2244330	2744331	L2	2357419	2436969	+	2357419	-1170918	-1170918	FALSE	FALSE	0.130695	0.00408874	0.000756186	5.40706	0.294296	2.69482	2.98696	0.449688	none	FALSE	NONE	0	FALSE	11	TRUE	FALSE	26	FALSE	FALSE	FALSE
lowtsh	L10	rs142829491	260425	ENSG00000081026	MAGI3	113760840	FALSE	chr1	113567667	114890767	L10|L11|L12|L13	113933371	114228545	+	113933371	-172531	-172531	FALSE	TRUE	0.009437	-0.00940065	0.00274573	-3.42373	0.307554	2.5789	2.5789	0.307554	none	FALSE	NONE	0	FALSE	1	TRUE	FALSE	16	TRUE	FALSE	FALSE
lowtsh	L10	rs142829491	9860	ENSG00000198799	LRIG2	113760840	FALSE	chr1	113567667	114890767	L10|L11|L12|L13	113615831	113674882	+	113615831	145009	85958	FALSE	TRUE	0.009437	-0.00940065	0.00274573	-3.42373	0.307554	2.5789	2.5789	0.307554	none	FALSE	NONE	0	FALSE	1	TRUE	TRUE	16	TRUE	TRUE	FALSE
lowtsh	L100	rs10228886	221937	ENSG00000164916	FOXK1	4783223	TRUE	chr7	4533224	5033225	L100	4721940	4811074	+	4721940	61283	0	TRUE	FALSE	0.477916	0.00287091	0.000507782	5.65382	0.19097	2.48273	3.43818	0.680547	intron	FALSE	MODERATE,MODIFIER	3	TRUE	0	FALSE	FALSE	6	FALSE	FALSE	TRUE
lowtsh	L100	rs10228886	9907	ENSG00000242802	AP5Z1	4783223	TRUE	chr7	4533224	5033225	L100	4815246	4834026	+	4815246	-32023	-32023	FALSE	FALSE	0.477916	0.00287091	0.000507782	5.65382	0.19097	2.48273	3.43818	0.680547	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	6	FALSE	TRUE	FALSE
lowtsh	L100	rs11762856	221937	ENSG00000164916	FOXK1	4783510	FALSE	chr7	4533224	5033225	L100	4721940	4811074	+	4721940	61570	0	TRUE	FALSE	0.467341	0.00289693	0.000520866	5.56176	0.108948	2.19704	2.73829	0.298331	intron	FALSE	MODERATE,MODIFIER	3	TRUE	0	FALSE	FALSE	24	FALSE	FALSE	FALSE
lowtsh	L100	rs11762856	221938	ENSG00000136297	MMD2	4783510	FALSE	chr7	4533224	5033225	L100	4945620	4998844	-	4998844	215334	162110	FALSE	TRUE	0.467341	0.00289693	0.000520866	5.56176	0.108948	2.19704	2.73829	0.298331	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	24	TRUE	FALSE	FALSE
lowtsh	L100	rs11762856	55698	ENSG00000157927	RADIL	4783510	FALSE	chr7	4533224	5033225	L100	4836686	4923350	-	4923350	139840	53176	FALSE	TRUE	0.467341	0.00289693	0.000520866	5.56176	0.108948	2.19704	2.73829	0.298331	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	24	TRUE	FALSE	FALSE
lowtsh	L100	rs11762856	56903	ENSG00000218823	PAPOLB	4783510	FALSE	chr7	4533224	5033225	L100	4897364	4901625	-	4901625	118115	113854	FALSE	TRUE	0.467341	0.00289693	0.000520866	5.56176	0.108948	2.19704	2.73829	0.298331	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	24	TRUE	FALSE	FALSE
lowtsh	L100	rs11762856	9907	ENSG00000242802	AP5Z1	4783510	FALSE	chr7	4533224	5033225	L100	4815246	4834026	+	4815246	-31736	-31736	FALSE	TRUE	0.467341	0.00289693	0.000520866	5.56176	0.108948	2.19704	2.73829	0.298331	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	24	TRUE	TRUE	FALSE
lowtsh	L100	rs3087749	221937	ENSG00000164916	FOXK1	4780513	FALSE	chr7	4533224	5033225	L100	4721940	4811074	+	4721940	58573	0	TRUE	TRUE	0.497749	0.00285587	0.000510679	5.5923	0.130952	2.2878	3.43818	0.680547	coding-synon	FALSE	LOW	2	FALSE	0	FALSE	FALSE	1	TRUE	FALSE	FALSE
lowtsh	L100	rs3087749	9907	ENSG00000242802	AP5Z1	4780513	FALSE	chr7	4533224	5033225	L100	4815246	4834026	+	4815246	-34733	-34733	FALSE	FALSE	0.497749	0.00285587	0.000510679	5.5923	0.130952	2.2878	3.43818	0.680547	none	FALSE	NONE	0	FALSE	0	FALSE	FALSE	1	FALSE	TRUE	FALSE
lowtsh	L101	rs139240792	9844	ENSG00000155849	ELMO1	37165296	FALSE	chr7	37132465	37632466	L101	36893966	37488852	-	37488852	323556	0	TRUE	FALSE	0.031558	-0.00622545	0.00158259	-3.93371	0.104633	2.09731	2.39952	0.189862	intron	FALSE	MODIFIER	1	FALSE	0	FALSE	FALSE	0	FALSE	FALSE	FALSE
lowtsh	L101	rs60600003	221937	ENSG00000164916	FOXK1	37382464	TRUE	chr7	4533224	5033225	L100	4721940	4811074	+	4721940	32660524	32571390	FALSE	FALSE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	FALSE	FALSE	FALSE
lowtsh	L101	rs60600003	221938	ENSG00000136297	MMD2	37382464	TRUE	chr7	4533224	5033225	L100	4945620	4998844	-	4998844	-32383620	-32383620	FALSE	FALSE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	FALSE	FALSE	FALSE
lowtsh	L101	rs60600003	222194	ENSG00000187257	RSBN1L	37382464	TRUE	chr7	77112489	77612490	L102	77325760	77412339	+	77325760	-39943296	-39943296	FALSE	TRUE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	TRUE	FALSE	FALSE
lowtsh	L101	rs60600003	55698	ENSG00000157927	RADIL	37382464	TRUE	chr7	4533224	5033225	L100	4836686	4923350	-	4923350	-32459114	-32459114	FALSE	FALSE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	FALSE	FALSE	FALSE
lowtsh	L101	rs60600003	56903	ENSG00000218823	PAPOLB	37382464	TRUE	chr7	4533224	5033225	L100	4897364	4901625	-	4901625	-32480839	-32480839	FALSE	FALSE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	FALSE	FALSE	FALSE
lowtsh	L101	rs60600003	57157	ENSG00000006576	PHTF2	37382464	TRUE	chr7	77112489	77612490	L102	77428109	77586820	+	77428109	-40045645	-40045645	FALSE	TRUE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	TRUE	FALSE	FALSE
lowtsh	L101	rs60600003	5782	ENSG00000127947	PTPN12	37382464	TRUE	chr7	77112489	77612490	L102	77166592	77269388	+	77166592	-39784128	-39784128	FALSE	TRUE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	TRUE	FALSE	FALSE
lowtsh	L101	rs60600003	85025	ENSG00000135211	TMEM60	37382464	TRUE	chr7	77112489	77612490	L102	77423045	77427897	-	77427897	40045433	40040581	FALSE	TRUE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	TRUE	FALSE	FALSE
lowtsh	L101	rs60600003	9844	ENSG00000155849	ELMO1	37382464	TRUE	chr7	37132465	37632466	L101	36893966	37488852	-	37488852	106388	0	TRUE	TRUE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	intron	FALSE	MODIFIER	1	FALSE	13	TRUE	TRUE	36	TRUE	TRUE	FALSE
lowtsh	L101	rs60600003	9907	ENSG00000242802	AP5Z1	37382464	TRUE	chr7	4533224	5033225	L100	4815246	4834026	+	4815246	32567218	32548438	FALSE	FALSE	0.100965	-0.00512939	0.000848056	-6.04841	0.0931715	2.0414	3.99386	0.902049	none	FALSE	NONE	0	FALSE	13	TRUE	FALSE	36	FALSE	FALSE	FALSE
lowtsh	L104	rs3807307	100130705	ENSG00000272899	ATP6V1FNB	128579201	TRUE	chr7	128329202	128829203	L104	128506362	128512098	+	128506362	72839	67103	FALSE	TRUE	0.463267	-0.00283694	0.00050917	-5.5717	0.157922	2.29601	3.0233	0.500219	none	FALSE	NONE	0	FALSE	8	TRUE	FALSE	27	TRUE	FALSE	FALSE
lowtsh	L104	rs3807307	100316904	ENSG00000205307	SAP25	128579201	TRUE	chr7	100016081	100516082	L103	100169851	100171443	-	100171443	-28407758	-28407758	FALSE	TRUE	0.463267	-0.00283694	0.00050917	-5.5717	0.157922	2.29601	3.0233	0.500219	none	FALSE	NONE	0	FALSE	8	TRUE	FALSE	27	TRUE	FALSE	FALSE
lowtsh	L104	rs3807307	10248	ENSG00000172336	POP7	128579201	TRUE	chr7	100016081	100516082	L103	100303676	100305118	+	100303676	28275525	28274083	FALSE	TRUE	0.463267	-0.00283694	0.00050917	-5.5717	0.157922	2.29601	3.0233	0.500219	none	FALSE	NONE	0	FALSE	8	TRUE	FALSE	27	TRUE	FALSE	FALSE
lowtsh	L104	rs3807307	2050	ENSG00000196411	EPHB4	128579201	TRUE	chr7	100016081	100516082	L103	100400187	100425143	-	100425143	-28154058	-28154058	FALSE	TRUE	0.463267	-0.00283694	0.00050917	-5.5717	0.157922	2.29601	3.0233	0.500219	none	FALSE	NONE	0	FALSE	8	TRUE	FALSE	27	TRUE	FALSE	FALSE
lowtsh	L104	rs3807307	2056	ENSG00000130427	EPO	128579201	TRUE	chr7	100016081	100516082	L103	100318423	100321323	+	100318423	28260778	28257878	FALSE	TRUE	0.463267	-0.00283694	0.00050917	-5.5717	0.157922	2.29601	3.0233	0.500219	none	FALSE	NONE	0	FALSE	8	TRUE	FALSE	27	TRUE	FALSE	FALSE
